name;CAS;m_mol;S;p_vap;H;koc;kow;D_air;D_w;BA;NA;LOD_w;LOD_s;NA;lamnda_s;lambda_u;NA;theta_ag;theta_bg;EPA_w;is_carc;SF_o;UR_inhal;Ref_oral;Ref_inhal;ads_derm;ads_gast;derm_per;derm_lag;derm_exp;derm_contr;MCL1;MCL2;NA;PEL_TWA;NA;AQLP_w;AQLP_w;HH_w;HH_fish;HH_fish_salt;NA
naphthoquinone-1-4;130154;  158.1562	;  220	;  0.001342365339	;  4e-005	;  1.29	;  1.5	;  0.0554946894	;  7.0907981088e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.007	;  0.0001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
naphthylamine-1;134327;  143.1878	;  584.4001132	;  0.0006444527753	;  8.636807811e-006	;  2.637957612	;  2.637492546	;  0.05893199617	;  7.5599974784e-006	;  1	; ;  0.01	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.1	;  0.5	;  0.01	;  0.65	;  1.6	;  0.018	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
naphthylamine-2;91598;  143.1878	;  125.2627425	;  6.756195771e-005	;  1e-006	;  2.7643239097	;  2.763725617	;  0.05859614234	;  7.4615221868e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  1.8	;  -	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
napropamide;15299997;  271.3584	;  25.74314249	;  3.770729553e-007	;  2.1740700157e-007	;  3.7433514432	;  3.8127808	;  0.03779080821	;  5.0531571416e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
neopentyl-glycol;126307;  104.1486	;  281022.405	;  0.02519067482	;  5.106445772e-007	;  0.25411118288	;  0.22188557	;  0.07233125797	;  8.5389638878e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.3	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nickel-and-compounds;7440020;  58.69	;  0	;  0	;  0	;  1.2041199827	;  -0.571	;  0	;  0	;  1	; ;  0.05	;  0.015	; ;  -	;  -	; ;  0.025	;  0.008	;  A	;  TRUE	;  -	;  0.00048	;  0.02	;  0.0002	;  0.01	;  0.04	;  0.0001	;  -	;  -	;  -	;  -	;  -	; ;  1	; ;  -	;  0.0132	;  0.61	;  4.6	;  4.6	; 
azinphos-methyl-guthion;86500;  317.3289	;  0.09	;  4.7e-009	;  8.8e-011	;  2.4	;  2.5	;  0.04107829221	;  5.3441184951e-006	;  1	; ;  0.1	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0015	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.2	; ;  1e-005	;  1e-005	;  -	;  -	;  -	; 
nitrite;14797650;  46.0055	;  -	;  -	;  -	;  -	;  0.0564	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  -	;  0.01	;  0.5	;  -	;  -	;  -	;  -	;  1	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitroaniline-2;88744;  138.12584	;  1260	;  0.0047528916175	;  2.0785e-005	;  1.43	;  2.0185	;  0.0599	;  7.18e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.0003	;  0.0002	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitroaniline-3;99092;  138.1256	;  455.71809	;  1.3935e-005	;  2.31021118e-007	;  1.59566934	;  1.62298	;  0.0673426598	;  8.5903026454e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.038	;  -	;  0.0003	;  0.003	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitroaniline-4;100016;  138.1256	;  649.0445329	;  2.858723e-006	;  3.3272628e-008	;  1.0509367788	;  1.068826835	;  0.06689	;  8.5902902552e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.038	;  -	;  0.003	;  0.003	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  6	; ;  -	;  -	;  -	;  -	;  -	; 
nitrobenzene;98953;  123.1112	;  1900	;  0.244	;  0.000856342	;  2.12	;  1.8107	;  0.076	;  8.6e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.0005	;  0.005	;  0.1	;  0.97	;  -	;  -	;  -	;  -	;  -	;  -	; ;  5	; ;  -	;  -	;  0.0373	;  0.233	;  0.156	; 
nitroglycerin;55630;  227.0872	;  67000	;  0.0001	;  3.4e-006	;  1.96628	;  2	;  0.05526694929	;  7.3397468314e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.014	;  -	;  7e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.46	; ;  -	;  -	;  -	;  -	;  -	; 
nitrophenol-2;88755;  139.1104	;  17312.3016	;  0.05029	;  2.2102769e-005	;  1.32	;  2.349	;  0.06868	;  8.4737150046e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  0.004	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrophenol-3;554847;  139.1104	;  5858.899573	;  7.814986951e-005	;  1.9e-011	;  1.8391956777	;  1.970509643	;  0.06647760863	;  8.6099162061e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  0.004	;  0.1	;  0.5	;  0.0071	;  0.62	;  1.5	;  0.01	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrophenol-4;100027;  139.1104	;  4493.698597	;  1.9127e-005	;  3.23863556e-008	;  0.5	;  1.72642	;  0.0673426967	;  8.6602413495e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  0.001	;  0.1	;  1	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
azobenzene;103333;  182.23	;  1.595701217	;  0.0003023796731	;  0.0018887478279	;  4.7259849574	;  4.767721047	;  0.04964251249	;  6.3557837699e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.11	;  3.1e-005	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
acetaldehyde;75070;  44.05316	;  1000000	;  900	;  0.002747777	;  0.418917	;  0.43	;  0.124	;  1.23e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  -	;  2.2e-006	;  0.1	;  0.009	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  360	; ;  -	;  -	;  -	;  -	;  -	; 
nitropropane-2;79469;  89.09408	;  17000	;  18.2	;  0.00515468	;  0.54406804435	;  0.8718	;  0.0923	;  1.01e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  -	;  0.0027	;  -	;  0.02	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  90	; ;  -	;  -	;  -	;  -	;  -	; 
nitroquinoline-n-oxide-4;56575;  190.158	;  11700000	;  9.23e-007	;  8.23086e-013	;  1.07175	;  1.09	;  0.067772832031	;  7.4378692141e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  9.4	;  0.0027	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosodiethanolamine;1116547;  134.135	;  73300000	;  0.0005	;  2.045244e-009	;  0.476	;  -1.2796	;  0.072740631271	;  7.6990714313e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  2.8	;  -	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosodiethylamine-n;55185;  102.1362	;  146500	;  1.418	;  3.595805e-005	;  0.47712125472	;  0.3436	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  150	;  0.043	;  -	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  3.82e-005	;  0.00768	;  0.00512	; 
nitrosodimethylamine-n;62759;  74.08244	;  1000000	;  5.3653333333	;  2.16164e-005	;  0.55630250077	;  -0.6386	;  0.134	;  9.72e-006	;  1	; ;  0.01	;  -	; ;  360	;  360	; ;  -	;  -	;  B2	;  TRUE	;  51	;  0.014	;  -	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  6.9e-006	;  0.081	;  0.081	; 
nitrosodi-n-butylamine-n;924163;  158.24372	;  1200	;  0.2888	;  0.00357502	;  2.361727836	;  2.308	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  5.4	;  0.0016	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.00184	;  0.0135	;  0.00898	; 
nitrosodi-n-propylamine-n;621647;  130.18996	;  9890	;  0.4	;  9.35325e-005	;  1.295	;  1.3528	;  0.0545	;  8.17e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  7	;  -	;  -	;  -	;  0.1	;  0.25	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosodiphenylamine;86306;  198.2242	;  35.1	;  0.0988	;  0.00020785	;  2.52	;  3.1614	;  0.0312	;  6.35e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.0049	;  -	;  -	;  -	;  0.1	;  0.25	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.05	;  0.16	;  0.16	; 
nitroso-methyl-ethyl-amine-n;10595956;  88.10932	;  300000	;  2.28	;  3.69973e-005	;  1.3222192947	;  -0.1475	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  22	;  -	;  -	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosomorpholine-n;59892;  116.1194	;  4713864.008	;  0.02964944361	;  3.9949441671e-008	;  -1.3652121682	;  -1.389106987	;  0.07413870474	;  9.2160606782e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  6.7	;  0.0019	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
barium;7440393;  137.33	;  0	;  0	;  0	;  1.0413926852	;  0	;  0	;  0	;  1	; ;  0.1	;  -	; ;  -	;  -	; ;  0.049	;  0.015	;  D	;  FALSE	;  -	;  -	;  0.07	;  0.0005	;  0.01	;  0.07	;  -	;  -	;  -	;  -	;  2	;  -	; ;  0.5	; ;  -	;  -	;  2	;  -	;  -	; 
nitroso-n-ethylurea-n;759739;  117.10748	;  48500	;  0.797	;  0.0001051721	;  1.51	;  -0.0247	;  0.080752650852	;  8.2456428442e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  140	;  -	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosopiperidine-n;100754;  114.15	;  49143.23	;  0.1	;  1.301141e-005	;  0.7277	;  0.74	;  0.069	;  8.5723621356e-006	;  1	; ;  0.02	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  9.4	;  0.0027	;  -	;  -	;  0.1	;  0.5	;  2.5e-005	;  12	;  29	;  23000	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrosopyrrolidine-n;930552;  100.12032	;  780000	;  0.1748	;  7.4826e-007	;  -0.18708664336	;  0.2312	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  2.1	;  0.00061	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nitrotoluene-m;99081;  137.13808	;  498	;  0.15	;  0.00224478	;  2.148	;  2.358	;  0.0642	;  7.69e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.011	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  30	; ;  -	;  -	;  -	;  -	;  -	; 
nitrotoluene-o;88722;  137.13808	;  600	;  0.15	;  0.001874807	;  2.148	;  2.358	;  0.0647	;  7.73e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.011	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  30	; ;  -	;  -	;  -	;  -	;  -	; 
nitrotoluene-p;99990;  137.13808	;  400	;  0.12	;  0.00228635	;  2.148	;  2.358	;  0.064	;  7.7e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.011	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  30	; ;  -	;  -	;  -	;  -	;  -	; 
nonachlor-cis;5103731;  409.78164	;  0.056	;  1e-005	;  0.002020302	;  5.08	;  6.602	;  0.0118	;  4.37e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.35	;  0.0001	;  0.0005	;  0.0007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
nonachlor-trans;39765805;  409.78164	;  0.056	;  1e-005	;  0.002020302	;  5.08	;  6.602	;  0.0118	;  4.37e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.35	;  0.0001	;  0.0005	;  0.0007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
octamethylpyrophosphoramide;152169;  286.25108	;  1000000	;  0.000988	;  1.16396e-008	;  -0.50863830617	;  -1.0072	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
octanone;106683;  128.2138	;  1652.416964	;  1.495624859	;  0.0063475222831	;  2.1453074049	;  2.610061125	;  0.05781321645	;  6.6740992732e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
bayleton;43121433;  293.75	;  47.37	;  8.13e-008	;  2.756091e-008	;  2.31379	;  2.47	;  0.04	;  5.2484669681e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
oxamyl;23135220;  219.26452	;  280000	;  3.8262586377e-007	;  1.6004244817e-011	;  0.69897000434	;  -1.1991	;  0.055747741878	;  5.7514621131e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.025	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.2	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
oxychlordane;27304138;  409.78164	;  0.056	;  1e-005	;  0.002020302	;  5.08	;  6.602	;  0.0118	;  4.37e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.35	;  0.0001	;  0.0005	;  0.0007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
paraquat;1910425;  257.162	;  700000	;  1.45e-006	;  2.9136889648e-011	;  -4.8105	;  -4.5	;  0.037351844201	;  3.5739482163e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.0045	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.5	; ;  -	;  -	;  -	;  -	;  -	; 
parathion;56382;  291.26462	;  11.75	;  1.73125e-005	;  2.36949e-005	;  3.748188027	;  3.7309	;  0.017	;  5.8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.006	;  5e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.1	; ;  1.3e-005	;  -	;  -	;  -	;  -	; 
pebulate;1114712;  203.34884	;  92	;  0.0088529121422	;  0.00098487660415	;  2.6334684556	;  3.5092	;  0.05104643805	;  5.3786487664e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pendimethalin;40487421;  281.3108	;  0.5693641733	;  7.306841531e-007	;  1.97466028e-005	;  5.2808980404	;  5.371941038	;  0.03812158672	;  5.2586587764e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.04	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentachlorobenzene;608935;  250.33894	;  0.65	;  0.001672	;  0.0315932	;  4.5	;  5.2155	;  0.067	;  6.3e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.0008	;  0.1	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.0061	;  0.00668	;  0.00445	; 
pentachloroethane;76017;  202.2934	;  618.8716494	;  1.200572621	;  0.021465252083	;  2.2784741736	;  2.778222217	;  0.06365110061	;  7.8810444888e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.026	;  7.4e-006	;  0.03	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentachloronitrobenzene;82688;  295.3365	;  0.0711	;  0.000113	;  0.02569026	;  4.1139433523	;  5.0332	;  0.0159	;  6.1e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.26	;  -	;  0.003	;  0.0005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentachlorophenol;87865;  266.33834	;  14	;  1.7e-005	;  1.16396e-005	;  2.6127838567	;  4.7353	;  0.056	;  6.1e-006	;  1	; ;  0.05	;  3.3	; ;  1520	;  1520	; ;  -	;  -	;  B2	;  TRUE	;  0.12	;  -	;  0.03	;  0.0005	;  0.25	;  0.76	;  -	;  -	;  -	;  -	;  0.001	;  -	; ;  0.5	; ;  0.013	;  0.00956	;  0.001	;  0.135	;  0.0905	; 
benefin-benfluralin;1861401;  335.28	;  5.09	;  2.16e-006	;  7.77359e-006	;  5.22225	;  5.25	;  0.036	;  4.9243237727e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.3	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentadiene-1-3-trans;2004708;  68.1182	;  893.7083148	;  314.9499451	;  1.3130320715	;  1.9523277956	;  2.366369233	;  0.08745951358	;  8.7373782928e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentaerythritol-tetranitrate;78115;  316.13	;  26.62965591	;  8.627023216e-005	;  5.6019376493e-005	;  3.7984361739	;  3.863841479	;  0.04484315627	;  6.1980964762e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.4	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentane;109660;  72.15	;  40.55	;  462.46	;  45.02031	;  3.4801	;  3.54	;  0.8258	;  8.0712840362e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.7	;  0.35	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  2950	; ;  -	;  -	;  -	;  -	;  -	; 
pentanediol-1-5;111295;  104.1486	;  74428.037	;  0.000327	;  2.5079181e-008	;  0.14650125	;  0.14875	;  0.0714	;  8.570952884e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  5	;  18.4	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pentanone-2;107879;  86.1334	;  54038.95044	;  29.13901312	;  0.0025404225352	;  0.93108512425	;  1.076758586	;  0.07779774027	;  8.4578974611e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.04	;  0.5	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  700	; ;  -	;  -	;  -	;  -	;  -	; 
pentyne-1;627190;  68.1182	;  833.5950169	;  302.6888526	;  1.3529162488	;  1.9157406702	;  2.320167534	;  0.08917612428	;  8.8440439155e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
perchlorate; NA;  99.5	;  -	;  0	;  0	;  -0.5	;  0	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0001	;  -	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
perylene;198550;  252.3148	;  0.0001310906554	;  1.105964229e-010	;  3.5e-013	;  6.5904180549	;  6.704107889	;  0.04057819757	;  5.4909336102e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phenacetin;62442;  179.2182	;  360	;  3.3e-007	;  8.8e-009	;  1.42563	;  1.45	;  0.05037295693	;  6.6500991654e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B1	;  TRUE	;  0.0022	;  6.3e-007	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phenanthrene;85018;  178.2334	;  0.994	;  0.00068	;  0.0054041	;  4.15	;  4.345	;  0.0333	;  7.47e-006	;  1	; ;  0.01	;  0.66	; ;  400	;  400	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.13	;  0.89	;  0.23	;  1.1	;  5.6	;  2.9	;  -	;  -	; ;  -	; ;  0.03	;  0.0046	;  -	;  -	;  -	; 
benomyl;17804352;  290.32	;  2.9	;  7.5e-009	;  2.0785e-007	;  1.163303	;  1.37	;  0.044942945786	;  4.4583368754e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phenanthridine;229878;  179.2208	;  25	;  4.3e-006	;  1.83e-006	;  3.24418	;  3.3	;  0.05461175873	;  7.187557931e-006	;  1	; ;  	;  	; ;  	;  	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.003	;  -	;  0.1	;  0.5	;  	;  	;  	;  	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phenol;108952;  94.11304	;  87000	;  0.463	;  2.473415e-005	;  1.24	;  1.5128	;  0.082	;  9.1e-006	;  1	; ;  0.01	;  0.66	; ;  10	;  10	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.3	;  0.019	;  0.1	;  0.9	;  0.0055	;  0.33	;  0.79	;  0.0029	;  -	;  -	; ;  19	; ;  -	;  -	;  21	;  4600	;  4600	; 
phenyl-mercuric-acetate;62384;  336.74032	;  4370	;  3.04e-006	;  3.40874e-009	;  2.2041199827	;  0.8898	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  8e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phenylene-diamine-m;108452;  108.14292	;  351000	;  0.0228	;  9.5611e-007	;  0.041392685158	;  -0.391	;  0.0663	;  9.9e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.006	;  0.0001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
