,CAS,nombre,name,MW,MW_ref,H,HLC,H_ref,VP,VP_ref,MP,MP_ref,rho,rho_ref,Da,Dw,D_ref,Kd,Kd_ref,Koc,Koc_ref,logKoc,logKoc_ref,S,S_ref,B,tau,tau.,Kp,Kp_ref
12,100-00-5,"Benceno, 1-cloro-4-nitro -","Chloronitrobenzene, p-",160,PHYSPROP,0.0002,0.0000049,PHYSPROP,0.022,EPI,84,PHYSPROP,1.3,CRC89,0.05,0.0000085,WATER 9,NA,,360,EPI,2.4,PHYSPROP,230,PHYSPROP,0.038,0.8,1.9,0.0079,EPI
13,100-01-6,"Bencenamina, 4-nitro -","Nitroaniline, 4-",140,PHYSPROP,0.000000052,1.3E-009,PHYSPROP,0.0000032,EPI,150,PHYSPROP,1.4,CRC89,0.064,0.0000098,WATER 9,NA,,110,EPI,1.4,PHYSPROP,730,PHYSPROP,0.01,0.62,1.5,0.0022,EPI
14,100-21-0,"Ácido 1,4-bencendicarboxílico","~Phthalic Acid, P-",170,PHYSPROP,1.6E-011,3.9E-013,PHYSPROP,0.0000092,EPI,400,LANGE,1.5,PERRY,0.049,0.000009,WATER 9,NA,,79,EPI,2,PHYSPROP,15,PHYSPROP,0.019,0.9,2.1,0.0039,EPI
15,100-25-4,"Benceno, 1,4-dinitro -","Dinitrobenzene, 1,4-",170,PHYSPROP,0.0000034,0.000000084,PHYSPROP,0.000026,PHYSPROP,170,PHYSPROP,1.6,CRC89,0.049,0.0000094,WATER 9,NA,,350,EPI,1.5,PHYSPROP,69,PHYSPROP,0.0083,0.92,2.2,0.0017,EPI
16,100-41-4,"Benceno, etil -",Ethylbenzene,110,PHYSPROP,0.32,0.0079,PHYSPROP,9.6,PHYSPROP,-95,PHYSPROP,0.86,CRC89,0.068,0.0000085,WATER 9,NA,,450,EPI,3.2,PHYSPROP,170,PHYSPROP,0.2,0.41,0.99,0.049,EPI
17,100-42-5,"Benceno, etenil -",Styrene,100,PHYSPROP,0.11,0.0028,PHYSPROP,6.4,PHYSPROP,-31,PHYSPROP,0.9,CRC89,0.071,0.0000088,WATER 9,NA,,450,EPI,3,PHYSPROP,310,PHYSPROP,0.15,0.4,0.97,0.037,EPI
18,100-44-7,"Benceno, (clorometil) -",Benzyl Chloride,130,PHYSPROP,0.017,0.00041,EPI,1.2,PHYSPROP,-45,PHYSPROP,1.1,CRC89,0.063,0.0000088,WATER 9,NA,,450,EPI,2.3,PHYSPROP,530,PHYSPROP,0.045,0.54,1.3,0.01,EPI
19,100-51-6,Bencenometanol,Benzyl Alcohol,110,PHYSPROP,0.000014,0.00000034,PHYSPROP,0.094,PHYSPROP,-15,PHYSPROP,1,CRC89,0.073,0.0000094,WATER 9,NA,,21,EPI,1.1,PHYSPROP,43000,PHYSPROP,0.0084,0.42,1,0.0021,EPI
20,100-52-7,Benzaldehído,Benzaldehyde,110,PHYSPROP,0.0011,0.000027,PHYSPROP,1.3,PHYSPROP,-26,PHYSPROP,1,CRC89,0.074,0.0000095,WATER 9,NA,,11,EPI,1.5,PHYSPROP,7000,PHYSPROP,0.015,0.41,0.99,0.0038,EPI
21,100-61-8,"Bencenamina, N-metil -",Monomethylaniline,110,PHYSPROP,0.00036,0.0000089,PHYSPROP,0.45,PHYSPROP,-57,PHYSPROP,0.99,CRC89,0.072,0.0000091,WATER 9,NA,,82,EPI,1.7,PHYSPROP,5600,PHYSPROP,0.02,0.42,1,0.005,EPI
22,100-75-4,"Piperidina, 1-nitroso -",Nitrosopiperidine [N-],110,PHYSPROP,0.000035,0.00000084,PHYSPROP,0.092,PHYSPROP,6.8,EPI,1.1,CRC89,0.07,0.0000092,WATER 9,NA,,170,EPI,0.36,PHYSPROP,77000,PHYSPROP,0.0026,0.46,1.1,0.00062,EPI
23,10025-84-0,NA,Lanthanum Chloride Heptahydrate,370,CRC89,NA,NA,,NA,,91,CRC89,NA,,NA,NA,,NA,,NA,,NA,,960000,CRC89,0.0074,13,30,0.001,RAGSE
24,10025-85-1,NA,Trichloramine,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,
25,10034-93-2,"Hidracina, sulfato (1:1)",Hydrazine Sulfate,130,EPI,NA,NA,,NA,,250,CRC89,1.4,CRC89,NA,NA,,NA,,NA,,NA,,31000,PERRY,0.0044,0.55,1.3,0.001,RAGSE
26,10049-04-4,Ôxido de cloro (ClO 2),Chlorine Dioxide,67,EPI,1.6,0.04,Toxnet HSDB,760,Toxnet HSDB,-59,CRC89,2.8,CRC89,0.16,0.000022,WATER 9,NA,,NA,,NA,,NA,,0.0032,0.25,0.6,0.001,RAGSE
27,100587-90-4,NA,Lanthanum Acetate Hydrate,330,PPRTV,NA,NA,,NA,,NA,,NA,,0.039,0.0000046,WATER 9,NA,,NA,,NA,,NA,,NA,7.8,19,NA,
28,10099-58-8,NA,"Lanthanum Chloride, Anhydrous",250,EPI,NA,NA,,NA,,860,CRC89,3.8,CRC89,NA,NA,,NA,,NA,,NA,,960000,CRC89,0.006,2.5,6,0.001,RAGSE
29,101-14-4,"Bencenamina, 4,4 '-metilenbis [2-cloro -","Methylene-bis(2-chloroaniline), 4,4'-",270,PHYSPROP,1.7E-009,4.1E-011,PHYSPROP,0.00000029,PHYSPROP,110,PHYSPROP,NA,,0.046,0.0000054,WATER 9,NA,,5700,EPI,3.9,PHYSPROP,14,PHYSPROP,0.12,3.3,7.9,0.02,EPI
30,101-21-3,"Ácido carbámico, N-(3-clorofenil) -, 1-metiletil ester",Chlorpropham,210,PHYSPROP,0.000023,0.00000057,EPI,0.00018,PHYSPROP,41,PHYSPROP,1.2,CRC89,0.026,0.0000067,WATER 9,NA,,350,EPI,3.5,PHYSPROP,89,PHYSPROP,0.12,1.7,4,0.021,EPI
31,101-61-1,NA,"Methylene-bis(N,N-dimethyl) Aniline, 4,4'-",250,PHYSPROP,0.000000044,1.1E-009,PHYSPROP,0.000018,PHYSPROP,92,PHYSPROP,NA,,0.047,0.0000055,WATER 9,NA,,2700,EPI,4.4,PHYSPROP,4.1,PHYSPROP,0.29,2.8,6.7,0.047,EPI
32,101-68-8,"Benceno, 1,1 '-metilenbis [4-isocianato -",Methylenediphenyl Diisocyanate,250,PHYSPROP,0.000037,0.0000009,PHYSPROP,0.000005,PHYSPROP,38,PHYSPROP,1.2,CRC89,0.024,0.0000062,WATER 9,NA,,280000,EPI,5.2,PHYSPROP,0.83,PHYSPROP,1.1,2.7,10,0.18,EPI
33,101-77-9,"Bencenamina, 4,4 '-metilenbis -","Methylenebisbenzenamine, 4,4'-",200,PHYSPROP,2.2E-009,5.3E-011,PHYSPROP,0.0000002,PHYSPROP,93,PHYSPROP,NA,,0.056,0.0000065,WATER 9,NA,,2100,EPI,1.6,PHYSPROP,1000,PHYSPROP,0.0075,1.4,3.3,0.0014,EPI
34,101-84-8,"Benceno, 1,1 '-oxibis -",Diphenyl Ether,170,EPI,0.011,0.00028,EPI,0.023,EPI,27,EPI,1.1,CRC89,0.04,0.0000072,WATER 9,NA,,2000,PPRTV,4.2,EPI,18,EPI,0.55,0.94,2.3,0.11,EPI
35,10102-45-1,"Ácido nítrico, sal de talio (1 +) (1:1)",Thallium (I) Nitrate,270,PHYSPROP,NA,NA,,NA,,210,PHYSPROP,5.6,CRC89,NA,NA,,NA,,NA,,NA,,96000,PHYSPROP,0.0063,3.3,7.9,0.001,RAGSE
36,101200-48-0,NA,Tribenuron-methyl,400,PHYSPROP,4.2E-012,1E-013,PHYSPROP,3.9E-010,PHYSPROP,140,PHYSPROP,NA,,0.035,0.0000041,WATER 9,NA,,95,EPI,0.78,PHYSPROP,50,PHYSPROP,0.0036,17,41,0.00047,EPI
37,10124-56-8,"Ácido metafosfórico (H6P6O18), sal de sodio (1:6)",~Sodium hexametaphosphate,610,CRC89,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0095,280,670,0.001,RAGSE
38,102-76-1,"1,2,3-Propanotriol, 1,2,3-triacetato",Triacetin,220,PHYSPROP,0.0000005,0.000000012,EPI,0.0025,PHYSPROP,78,PHYSPROP,1.2,CRC89,0.026,0.0000065,WATER 9,NA,,41,EPI,0.25,PHYSPROP,58000,PHYSPROP,0.00078,1.8,4.2,0.00014,EPI
39,10213-10-2,NA,Sodium Tungstate Dihydrate,330,CRC89,NA,NA,,NA,,100,CRC89,3.3,CRC89,NA,NA,,NA,,NA,,NA,,740000,CRC89,0.007,7.4,18,0.001,RAGSE
40,1024-57-3,NA,Heptachlor Epoxide,390,PHYSPROP,0.00086,0.000021,PHYSPROP,0.00002,PHYSPROP,160,PHYSPROP,1.9,LookChem,0.024,0.0000062,WATER 9,NA,,10000,EPI,5,PHYSPROP,0.2,PHYSPROP,0.16,16,38,0.021,EPI
41,10265-92-6,"Ácido fosforamidotioico, O, S-dimetil éster",Methamidophos,140,PHYSPROP,0.000000035,8.7E-010,PHYSPROP,0.000035,PHYSPROP,46,PHYSPROP,1.3,CRC89,0.06,0.0000092,WATER 9,NA,,5.4,EPI,-0.8,PHYSPROP,1000000,PHYSPROP,0.00034,0.65,1.6,0.000074,EPI
42,10277-43-7,NA,Lanthanum Nitrate Hexahydrate,430,CRC89,NA,NA,,NA,,40,CRC89,NA,,NA,NA,,NA,,NA,,NA,,2000000,CRC89,0.008,28,67,0.001,RAGSE
43,10279-59-1,NA,~Sodium aluminum phosphate (anhydrous),NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,0.001,RAGSE
44,10294-34-5,"Borano, tricloro -",Boron Trichloride,120,PHYSPROP,0.75,0.018,PHYSPROP,1,PHYSPROP,-110,PHYSPROP,0.0048,CRC89,0.12,0.000022,WATER 9,NA,,NA,,1.2,PHYSPROP,NA,,0.0042,0.48,1.1,0.001,RAGSE
45,103-23-1,"Ácido hexanodioico, 1,6-bis (2-etilhexil) éster",Di(2-ethylhexyl)adipate,370,PHYSPROP,0.000018,0.00000043,PHYSPROP,0.00000085,PHYSPROP,-68,PHYSPROP,0.92,CRC89,0.017,0.0000042,WATER 9,NA,,36000,EPI,6.1,PHYSPROP,0.78,PHYSPROP,24,13,58,3.2,EPI
46,103-33-3,"Diazeno, 1,2-difenil -",Azobenzene,180,PHYSPROP,0.00055,0.000014,EPI,0.00036,PHYSPROP,68,PHYSPROP,1.2,PERRY,0.036,0.0000075,WATER 9,NA,,3800,EPI,3.8,PHYSPROP,6.4,PHYSPROP,0.27,1.1,2.6,0.051,EPI
47,103-65-1,"Benceno, propil -",Propyl benzene,120,PHYSPROP,0.43,0.011,PHYSPROP,3.4,PHYSPROP,-100,PHYSPROP,0.86,CRC89,0.06,0.0000078,WATER 9,NA,,810,EPI,3.7,PHYSPROP,52,PHYSPROP,0.4,0.5,1.2,0.094,EPI
48,103-72-0,NA,Phenyl Isothiocyanate,140,PHYSPROP,0.12,0.003,EPI,1.5,PHYSPROP,-21,PHYSPROP,1.1,CRC89,0.059,0.0000086,WATER 9,NA,,220,EPI,3.3,PHYSPROP,90,PHYSPROP,0.18,0.6,1.4,0.041,EPI
49,10305-76-7,NA,~Sodium aluminum phosphate (tetrahydrate),950,Spectrum Chemical,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.012,22000,53000,0.001,RAGSE
50,1031-07-8,NA,Endosulfan Sulfate,420,PHYSPROP,0.000013,0.00000033,EPI,0.00000028,EPI,180,PHYSPROP,NA,,0.034,0.0000039,WATER 9,NA,,9800,EPI,3.7,PHYSPROP,0.48,PHYSPROP,0.014,25,59,0.0018,EPI
51,104-51-8,"Benceno, butil -","Butylbenzene, n-",130,PHYSPROP,0.65,0.016,EPI,1.1,PHYSPROP,-88,PHYSPROP,0.86,CRC89,0.053,0.0000073,WATER 9,NA,,1500,EPI,4.4,PHYSPROP,12,PHYSPROP,1,0.59,2.3,0.23,EPI
52,104-76-7,"1-hexanol, 2-etil -","Hexanol, 1-,2-ethyl- (2-Ethyl-1-hexanol)",130,EPI,0.0011,0.000027,EPI,0.14,EPI,-70,EPI,0.83,CRC89,0.054,0.0000073,WATER 9,NA,,35,EPI,2.7,EPI,880,EPI,0.083,0.56,1.4,0.019,EPI
53,10453-86-8,"Ácido ciclopropanocarboxílico, 2,2-dimetil-3-(2-metil-1-propen-1-il) -, [5 - (fenilmetil)-3-furanil] metíl éster",Resmethrin,340,PHYSPROP,0.0000054,0.00000013,EPI,0.000000011,PHYSPROP,57,PHYSPROP,NA,,0.039,0.0000046,WATER 9,NA,,310000,EPI,6.1,PHYSPROP,0.038,PHYSPROP,1.7,8.3,33,0.24,EPI
54,105-60-2,"2H-azepin-2-ona, hexahidro -",Caprolactam,110,PHYSPROP,0.000001,0.000000025,PHYSPROP,0.0016,EPI,69,PHYSPROP,1,LANGE,0.069,0.000009,WATER 9,NA,,25,EPI,-0.19,YAWS,770000,PHYSPROP,0.0041,0.45,1.1,0.001,EPI
55,105-67-9,"Fenol, 2,4-dimetil -","Dimethylphenol, 2,4-",120,PHYSPROP,0.000039,0.00000095,PHYSPROP,0.1,PHYSPROP,25,PHYSPROP,0.97,CRC89,0.062,0.0000083,WATER 9,NA,,490,EPI,2.3,PHYSPROP,7900,PHYSPROP,0.046,0.51,1.2,0.011,EPI
56,10595-95-6,"Etanamina, N-metil-N-nitroso -","Nitrosomethylethylamine, N-",88,PHYSPROP,0.000059,0.0000014,PHYSPROP,1.1,PHYSPROP,-27,EPI,0.94,PubChem,0.084,0.00001,WATER 9,NA,,43,EPI,0.04,PHYSPROP,300000,PHYSPROP,0.0019,0.33,0.79,0.00053,EPI
57,10599-90-3,NA,Monochloramine,51,EPI,NA,NA,,NA,,-66,CRC89,NA,,NA,NA,,NA,,NA,,NA,,NA,,0.0028,0.2,0.49,0.001,RAGSE
58,106-37-6,NA,"Dibromobenzene, 1,4-",240,PHYSPROP,0.037,0.00089,EPI,0.058,PHYSPROP,87,PHYSPROP,2.3,CRC89,0.033,0.0000093,WATER 9,NA,,380,EPI,3.8,PHYSPROP,20,PHYSPROP,0.14,2.2,5.3,0.025,EPI
59,106-42-3,"Benceno, 1,4-dimetil -","Xylene, p-",110,PHYSPROP,0.28,0.0069,PHYSPROP,8.8,PHYSPROP,13,PHYSPROP,0.86,CRC89,0.068,0.0000084,WATER 9,NA,,380,EPI,3.2,PHYSPROP,160,PHYSPROP,0.2,0.41,0.99,0.049,EPI
60,106-43-4,NA,"Chlorotoluene, p-",130,PHYSPROP,0.18,0.0044,EPI,2.7,PHYSPROP,7.5,PHYSPROP,1.1,CRC89,0.063,0.0000087,WATER 9,NA,,380,EPI,3.3,PHYSPROP,110,PHYSPROP,0.22,0.54,1.3,0.05,EPI
61,106-44-5,"Fenol, 4-metil -","Cresol, p-",110,PHYSPROP,0.000041,0.000001,PHYSPROP,0.11,PHYSPROP,36,PHYSPROP,1,CRC89,0.072,0.0000092,WATER 9,NA,,300,EPI,1.9,PHYSPROP,22000,PHYSPROP,0.03,0.42,1,0.0075,EPI
62,106-46-7,"Benceno, 1,4-dicloro -","Dichlorobenzene, 1,4-",150,PHYSPROP,0.099,0.0024,PHYSPROP,1.7,PHYSPROP,52,PHYSPROP,1.2,CRC89,0.055,0.0000087,WATER 9,NA,,380,EPI,3.4,PHYSPROP,81,PHYSPROP,0.21,0.7,1.7,0.045,EPI
63,106-47-8,"Bencenamina, 4-cloro -","Chloroaniline, p-",130,PHYSPROP,0.000047,0.0000012,EPI,0.027,PHYSPROP,73,PHYSPROP,1.4,CRC89,0.07,0.00001,WATER 9,NA,,110,EPI,1.8,PHYSPROP,3900,PHYSPROP,0.022,0.54,1.3,0.005,EPI
64,106-49-0,"Bencenamina, 4-metil -","Toluidine, p-",110,PHYSPROP,0.000083,0.000002,PHYSPROP,0.29,PHYSPROP,44,PHYSPROP,0.96,CRC89,0.071,0.000009,WATER 9,NA,,110,EPI,1.4,PHYSPROP,6500,PHYSPROP,0.013,0.42,1,0.0033,EPI
65,106-50-3,"1,4-bencenodiamina","Phenylenediamine, p-",110,PHYSPROP,0.000000028,6.7E-010,PHYSPROP,0.005,PHYSPROP,150,PHYSPROP,NA,,0.084,0.0000098,WATER 9,NA,,34,EPI,-0.3,PHYSPROP,37000,PHYSPROP,0.00098,0.42,1,0.00025,EPI
66,106-88-7,"Oxirano, 2-etil -","Epoxybutane, 1,2-",72,PHYSPROP,0.0074,0.00018,EPI,180,PHYSPROP,-150,PHYSPROP,0.83,CRC89,0.093,0.00001,WATER 9,NA,,9.9,EPI,0.86,PHYSPROP,95000,PHYSPROP,0.0075,0.27,0.64,0.0023,EPI
67,106-89-8,"Oxirano, 2 - (clorometil) -",Epichlorohydrin,93,PHYSPROP,0.0012,0.00003,EPI,16,PHYSPROP,-57,PHYSPROP,1.2,PERRY,0.089,0.000011,WATER 9,NA,,9.9,EPI,0.45,PHYSPROP,66000,PHYSPROP,0.0035,0.35,0.83,0.00094,EPI
68,106-93-4,"Etano, 1,2-dibromo -","Dibromoethane, 1,2-",190,PHYSPROP,0.027,0.00065,PHYSPROP,11,PHYSPROP,9.9,PHYSPROP,2.2,CRC89,0.043,0.00001,WATER 9,NA,,40,EPI,2,PHYSPROP,3900,PHYSPROP,0.015,1.2,2.8,0.0028,EPI
69,106-94-5,"Propano, 1-bromo -","Bromopropane, 1-",120,EPI,0.3,0.0073,EPI,110,EPI,-110,EPI,1.4,CRC89,0.072,0.00001,WATER 9,NA,,40,EPI,2.1,EPI,2500,EPI,0.034,0.51,1.2,0.008,EPI
70,106-99-0,"1,3-butadieno","Butadiene, 1,3-",54,PHYSPROP,3,0.074,EPI,2100,PHYSPROP,-110,PHYSPROP,0.61,CRC89,0.1,0.00001,WATER 9,NA,,40,EPI,2,PHYSPROP,740,PHYSPROP,0.046,0.21,0.51,0.016,EPI
71,107-02-8,2-Propenal,Acrolein,56,PHYSPROP,0.005,0.00012,PHYSPROP,270,PHYSPROP,-88,PHYSPROP,0.84,CRC89,0.11,0.000012,WATER 9,NA,,1,EPI,-0.01,PHYSPROP,210000,PHYSPROP,0.0022,0.22,0.52,0.00075,EPI
72,107-04-0,"Etano, 1-bromo-2-cloro -","Bromo-2-chloroethane, 1-",140,PHYSPROP,0.037,0.00091,PHYSPROP,33,PHYSPROP,-17,PHYSPROP,1.7,CRC89,0.066,0.000011,WATER 9,NA,,40,EPI,1.9,PHYSPROP,6900,PHYSPROP,0.021,0.67,1.6,0.0046,EPI
73,107-05-1,"1-propeno, 3-cloro -",Allyl Chloride,77,PHYSPROP,0.45,0.011,EPI,370,PHYSPROP,-130,PHYSPROP,0.94,CRC89,0.094,0.000011,WATER 9,NA,,40,EPI,1.9,PHYSPROP,3400,PHYSPROP,0.038,0.28,0.68,0.011,EPI
74,107-06-2,"Etano, 1,2-dicloro -","Dichloroethane, 1,2-",99,PHYSPROP,0.048,0.0012,PHYSPROP,79,PHYSPROP,-36,PHYSPROP,1.2,CRC89,0.086,0.000011,WATER 9,NA,,40,EPI,1.5,PHYSPROP,8600,PHYSPROP,0.016,0.38,0.9,0.0042,EPI
75,107-07-3,"Etanol, 2-cloro -","Chloroethanol, 2-",81,PHYSPROP,0.000031,0.00000076,EPI,7.2,PHYSPROP,-68,PHYSPROP,1.2,CRC89,0.1,0.000012,WATER 9,NA,,1.9,EPI,0.03,PHYSPROP,1000000,PHYSPROP,0.002,0.3,0.71,0.00058,EPI
76,107-13-1,2-propenonitrilo,Acrylonitrile,53,PHYSPROP,0.0056,0.00014,PHYSPROP,110,PHYSPROP,-84,PHYSPROP,0.8,CRC89,0.11,0.000012,WATER 9,NA,,8.5,EPI,0.25,PHYSPROP,75000,PHYSPROP,0.0033,0.21,0.5,0.0012,EPI
77,107-15-3,"1,2-Etanodiamina",Ethylene Diamine,60,PHYSPROP,0.000000071,1.7E-009,PHYSPROP,12,PHYSPROP,11,PHYSPROP,0.9,CRC89,0.11,0.000012,WATER 9,NA,,15,EPI,-2,PHYSPROP,1000000,PHYSPROP,0.000095,0.23,0.55,0.000032,EPI
78,107-18-6,2-propen-1-ol,Allyl Alcohol,58,PHYSPROP,0.0002,0.000005,PHYSPROP,26,PHYSPROP,-130,PHYSPROP,0.85,CRC89,0.11,0.000012,WATER 9,NA,,1.9,EPI,0.17,PHYSPROP,1000000,PHYSPROP,0.0028,0.22,0.53,0.00096,EPI
79,107-19-7,2-Propin-1-ol,Propargyl Alcohol,56,PHYSPROP,0.000047,0.0000012,EPI,16,PHYSPROP,-50,PHYSPROP,0.95,CRC89,0.12,0.000013,WATER 9,NA,,1.9,EPI,-0.38,PHYSPROP,1000000,PHYSPROP,0.0012,0.22,0.52,0.00042,EPI
80,107-20-0,"Acetaldehído, 2-cloro -","Chloroacetaldehyde, 2-",78,PHYSPROP,0.00098,0.000024,PHYSPROP,64,PHYSPROP,-16,PHYSPROP,1.2,CRC89,0.1,0.000012,WATER 9,NA,,1,EPI,0.09,PHYSPROP,110000,PHYSPROP,0.0022,0.29,0.69,0.00065,EPI
81,107-21-1,"1,2-Etanodiol",Ethylene Glycol,62,PHYSPROP,0.0000025,0.00000006,PHYSPROP,0.092,PHYSPROP,-13,PHYSPROP,1.1,CRC89,0.12,0.000014,WATER 9,NA,,1,EPI,-1.4,PHYSPROP,1000000,PHYSPROP,0.00027,0.23,0.56,0.000088,EPI
82,107-30-2,"Metano, clorometoxi -",Chloromethyl Methyl Ether,81,PHYSPROP,0.012,0.0003,PHYSPROP,30,PHYSPROP,-100,PHYSPROP,1.1,CRC89,0.095,0.000011,WATER 9,NA,,5.3,EPI,0.32,PHYSPROP,69000,PHYSPROP,0.0031,0.3,0.71,0.00091,EPI
83,107-98-2,"2-Propanol, 1-metoxi -",Propylene Glycol Monomethyl Ether,90,PHYSPROP,0.000038,0.00000092,PHYSPROP,13,PHYSPROP,-95,PHYSPROP,0.96,CRC89,0.083,0.00001,WATER 9,NA,,1,EPI,-0.49,PHYSPROP,1000000,PHYSPROP,0.00084,0.34,0.81,0.00023,EPI
84,1071-83-6,"Glicina, N-(fosfonometil)-",Glyphosate,170,PHYSPROP,8.6E-011,2.1E-012,EPI,0.000000098,PHYSPROP,190,PHYSPROP,NA,,0.062,0.0000073,WATER 9,NA,,2100,USDA ARS,-3.4,PHYSPROP,11000,PHYSPROP,0.00000023,0.93,2.2,0.000000045,EPI
85,1073-06-9,NA,"Bromo-3-fluorobenzene, 1-",180,PHYSPROP,0.1,0.0025,PHYSPROP,2.8,PHYSPROP,-19,EPI,1.7,CRC89,0.046,0.0000094,WATER 9,NA,,380,EPI,2.9,PHYSPROP,380,PHYSPROP,0.072,1,2.4,0.014,EPI
86,108-05-4,Ðster de Ácido acético etenil,Vinyl Acetate,86,PHYSPROP,0.021,0.00051,EPI,90,PHYSPROP,-93,PHYSPROP,0.93,CRC89,0.085,0.00001,WATER 9,NA,,5.6,EPI,0.73,PHYSPROP,20000,PHYSPROP,0.0056,0.32,0.77,0.0016,EPI
87,108-10-1,"2-pentanona, 4-metil -",Methyl Isobutyl Ketone (4-methyl-2-pentanone),100,PHYSPROP,0.0056,0.00014,EPI,20,PHYSPROP,-84,PHYSPROP,0.8,CRC89,0.07,0.0000083,WATER 9,NA,,13,EPI,1.3,PHYSPROP,19000,PHYSPROP,0.012,0.38,0.92,0.0032,EPI
88,108-11-2,"2-pentanol, 4-metil -","Methyl-2-Pentanol, 4-",100,PHYSPROP,0.0018,0.000045,PHYSPROP,5.3,PHYSPROP,-90,PHYSPROP,0.81,CRC89,0.069,0.0000083,WATER 9,NA,,8.2,EPI,1.4,PHYSPROP,16000,PHYSPROP,0.021,0.39,0.94,0.0054,EPI
89,108-20-3,"Propano, 2,2 '-oxibis -",Diisopropyl Ether,100,PHYSPROP,0.1,0.0026,PHYSPROP,150,PHYSPROP,-87,PHYSPROP,0.72,CRC89,0.065,0.0000078,WATER 9,NA,,23,EPI,1.5,PHYSPROP,8800,PHYSPROP,0.017,0.39,0.94,0.0043,EPI
90,108-31-6,"2,5-Furandiona",Maleic Anhydride,98,PHYSPROP,0.00016,0.0000039,PHYSPROP,0.25,EPI,53,PHYSPROP,1.3,CRC89,0.088,0.000011,WATER 9,NA,,1,EPI,1.6,PHYSPROP,160000,PERRY,0.02,0.37,0.89,0.0053,EPI
91,108-36-1,"Benceno, 1,3-dibromo -","Dibromobenzene, 1,3-",240,PHYSPROP,0.051,0.0012,EPI,0.27,PHYSPROP,-7,PHYSPROP,2,CRC89,0.031,0.0000085,WATER 9,NA,,380,EPI,3.8,PHYSPROP,68,PHYSPROP,0.14,2.2,5.3,0.023,EPI
92,108-38-3,"Benceno, 1,3-dimetil -","Xylene, m-",110,PHYSPROP,0.29,0.0072,PHYSPROP,8.3,PHYSPROP,-48,PHYSPROP,0.86,CRC89,0.068,0.0000084,WATER 9,NA,,380,EPI,3.2,PHYSPROP,160,PHYSPROP,0.21,0.41,0.99,0.053,EPI
93,108-39-4,"Fenol, 3-metil -","Cresol, m-",110,PHYSPROP,0.000035,0.00000086,PHYSPROP,0.11,PHYSPROP,12,PHYSPROP,1,CRC89,0.073,0.0000093,WATER 9,NA,,300,EPI,2,PHYSPROP,23000,PHYSPROP,0.031,0.42,1,0.0078,EPI
94,108-45-2,"1,3-bencenodiamina","Phenylenediamine, m-",110,PHYSPROP,0.000000051,1.3E-009,EPI,0.0021,EPI,64,PHYSPROP,1,CRC89,0.072,0.0000092,WATER 9,NA,,34,EPI,-0.33,PHYSPROP,240000,PHYSPROP,0.00094,0.42,1,0.00023,EPI
95,108-60-1,"Propano, 2,2 '-oxibis [1-cloro -",Bis(2-chloro-1-methylethyl) ether,170,PHYSPROP,0.003,0.000074,EPI,0.56,PHYSPROP,-97,PHYSPROP,1.1,CRC89,0.04,0.0000074,WATER 9,NA,,83,EPI,2.5,PHYSPROP,1700,PHYSPROP,0.038,0.95,2.3,0.0076,EPI
96,108-67-8,"Benceno, 1,3,5-trimetil -","Trimethylbenzene, 1,3,5-",120,PHYSPROP,0.36,0.0088,PHYSPROP,2.5,PHYSPROP,-45,PHYSPROP,0.86,CRC89,0.06,0.0000078,WATER 9,NA,,600,EPI,3.4,PHYSPROP,48,PHYSPROP,0.26,0.5,1.2,0.062,EPI
97,108-86-1,"Benceno, bromo -",Bromobenzene,160,PHYSPROP,0.1,0.0025,PHYSPROP,4.2,PHYSPROP,-31,PHYSPROP,1.5,CRC89,0.054,0.0000093,WATER 9,NA,,230,EPI,3,PHYSPROP,450,PHYSPROP,0.096,0.8,1.9,0.02,EPI
98,108-88-3,"Benceno, metil -",Toluene,92,PHYSPROP,0.27,0.0066,PHYSPROP,28,PHYSPROP,-95,PHYSPROP,0.86,CRC89,0.078,0.0000092,WATER 9,NA,,230,EPI,2.7,PHYSPROP,530,PHYSPROP,0.11,0.35,0.83,0.031,EPI
99,108-90-7,"Benceno, cloro -",Chlorobenzene,110,PHYSPROP,0.13,0.0031,PHYSPROP,12,PHYSPROP,-45,PHYSPROP,1.1,CRC89,0.072,0.0000095,WATER 9,NA,,230,EPI,2.8,PHYSPROP,500,PHYSPROP,0.12,0.45,1.1,0.028,EPI
100,108-91-8,Ciclohexanamina,Cyclohexylamine,99,PHYSPROP,0.00017,0.0000042,PHYSPROP,10,PHYSPROP,-18,PHYSPROP,0.82,CRC89,0.071,0.0000085,WATER 9,NA,,32,EPI,1.5,PHYSPROP,1000000,PHYSPROP,0.016,0.38,0.91,0.0043,EPI
101,108-94-1,Ciclohexanona,Cyclohexanone,98,PHYSPROP,0.00037,0.000009,PHYSPROP,4.3,PHYSPROP,-31,PHYSPROP,0.95,CRC89,0.077,0.0000094,WATER 9,NA,,17,EPI,0.81,PHYSPROP,25000,PHYSPROP,0.0058,0.37,0.89,0.0015,EPI
